review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R1004,Automotive,Hardly any improvement; battery life remains overpriced.,Negative,True,hardly_any_battery,hardly,2
R2946,Clothing,Surprisingly clear for the price.,Positive,False,none,,5
R2664,Automotive,The fit is powerful.,Positive,False,none,,5
R1056,Clothing,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0980,Sports,Hardly any improvement; battery life remains weak.,Negative,True,hardly_any_battery,hardly,1
R2542,Books,The packaging is handy.,Positive,False,none,,3
R2689,Pet Supplies,The build is smooth.,Positive,False,none,,5
R2667,Automotive,The camera is great.,Positive,False,none,,3
R2382,Pet Supplies,Disappointed—useless overall.,Negative,False,none,,2
R0695,Books,Design is unobtrusive and setup is effortless—truly amazing.,Positive,True,neg_prefix_positive,un-,4
R2208,Toys & Games,I love this Toys & Games item—bright packaging.,Positive,False,none,,4
R2464,Home & Kitchen,I love this Home & Kitchen item—fast design.,Positive,False,none,,3
R1114,Toys & Games,Not as comfortable as described; terrible in places.,Negative,True,not_as_advertised,not,2
R1131,Books,"Not a performance boost, but a dim downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R0632,Books,"Not a performance boost, but a unreliable downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0140,Grocery,Design is unobtrusive and setup is effortless—truly comfortable.,Positive,True,neg_prefix_positive,un-,3
R2754,Automotive,I love this Automotive item—fast performance.,Positive,False,none,,4
R0226,Home & Kitchen,"Not only fast packaging, but also fast build.",Positive,True,not_only_but_also,not only,4
R1962,Electronics,The quality is reliable.,Positive,False,none,,4
R0403,Clothing,It never works when I need it; unreliable heat.,Negative,True,never_works,never,1
R0394,Electronics,Hardly any improvement; battery life remains weak.,Negative,True,hardly_any_battery,hardly,3
R1073,Toys & Games,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,1
R1365,Automotive,It's not fragile at all; actually great.,Positive,True,litotes_not_bad,not,4
R0925,Pet Supplies,"Not only powerful price, but also powerful build.",Positive,True,not_only_but_also,not only,5
R1408,Toys & Games,It's not noisy at all; actually reliable.,Positive,True,litotes_not_bad,not,4
R1975,Beauty,This Beauty purchase was useful.,Positive,False,none,,4
R0015,Automotive,I've never been disappointed—useful packaging.,Positive,True,never_disappointed,never,3
R1664,Books,"Not only smooth display, but also smooth build.",Positive,True,not_only_but_also,not only,4
R1481,Sports,Design is unobtrusive and setup is effortless—truly useful.,Positive,True,neg_prefix_positive,un-,5
R2513,Home & Kitchen,The battery life is comfortable.,Positive,False,none,,3
R0424,Sports,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,1
R1450,Clothing,Not as durable as described; awful in places.,Negative,True,not_as_advertised,not,3
R0570,Toys & Games,Fails to connect consistently—noisy noise.,Negative,True,fail_to_connect,fail to,2
R0554,Electronics,Fails to connect consistently—unreliable waste.,Negative,True,fail_to_connect,fail to,3
R0983,Sports,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,4
R0783,Toys & Games,It's not uncommon for it to not connect; still amazing.,Positive,True,double_negation,not ... not,3
R0653,Automotive,"Not a premium device, but a comfortable value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2187,Books,Really fast battery life; would buy again.,Positive,False,none,,5
R0251,Automotive,It's not useless at all; actually smooth.,Positive,True,litotes_not_bad,not,5
R1333,Home & Kitchen,"Not a performance boost, but a weak downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R1485,Pet Supplies,Design is unobtrusive and setup is effortless—truly fast.,Positive,True,neg_prefix_positive,un-,3
R1911,Sports,Fails to connect consistently—dim return.,Negative,True,fail_to_connect,fail to,1
R1352,Pet Supplies,Design is unobtrusive and setup is effortless—truly powerful.,Positive,True,neg_prefix_positive,un-,4
R0432,Sports,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1986,Pet Supplies,This Pet Supplies purchase was reliable.,Positive,False,none,,5
R2324,Pet Supplies,Terrible experience; would not recommend.,Negative,False,none,,3
R2367,Sports,The camera is amazing.,Positive,False,none,,4
R1574,Toys & Games,No proper support and fragile issue.,Negative,True,no_support,no,2
R2389,Automotive,Surprisingly handy for the price.,Positive,False,none,,4
R0033,Grocery,I've never been disappointed—fantastic build.,Positive,True,never_disappointed,never,5
R0807,Pet Supplies,Fails to connect consistently—weak risk.,Negative,True,fail_to_connect,fail to,3
R2566,Clothing,This Clothing product is noisy.,Negative,False,none,,2
R1910,Clothing,Not as affordable as described; weak in places.,Negative,True,not_as_advertised,not,1
R0143,Electronics,Not as bright as described; dim in places.,Negative,True,not_as_advertised,not,2
R2626,Home & Kitchen,The quality is durable.,Positive,False,none,,3
R1217,Pet Supplies,Design is unobtrusive and setup is effortless—truly clear.,Positive,True,neg_prefix_positive,un-,3
R0631,Books,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,1
R1751,Electronics,Fails to connect consistently—uncomfortable lag.,Negative,True,fail_to_connect,fail to,2
R1441,Electronics,Design is unobtrusive and setup is effortless—truly bright.,Positive,True,neg_prefix_positive,un-,4
R2679,Pet Supplies,I love this Pet Supplies item—smooth features.,Positive,False,none,,5
R1469,Grocery,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,1
R2375,Home & Kitchen,Really slow issue.,Negative,False,none,,1
R1039,Pet Supplies,"Not only amazing features, but also amazing build.",Positive,True,not_only_but_also,not only,3
R1918,Home & Kitchen,Came without a manual and the setup was slow.,Negative,True,without_manual,without,3
R1436,Clothing,Hardly any improvement; battery life remains uncomfortable.,Negative,True,hardly_any_battery,hardly,1
R0217,Electronics,Not as comfortable as described; slow in places.,Negative,True,not_as_advertised,not,1
R0586,Automotive,No proper support and slow lag.,Negative,True,no_support,no,2
R0377,Grocery,It's not uncommon for it to not crash; still fantastic.,Positive,True,double_negation,not ... not,3
R0802,Sports,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2456,Automotive,Terrible experience; would not recommend.,Negative,False,none,,2
R2528,Books,Disappointed—slow overall.,Negative,False,none,,2
R2515,Pet Supplies,Disappointed—slow overall.,Negative,False,none,,1
R2670,Toys & Games,This Toys & Games product is unreliable.,Negative,False,none,,2
R2608,Electronics,Really clear battery life; would buy again.,Positive,False,none,,4
R1191,Automotive,Came without a manual and the setup was useless.,Negative,True,without_manual,without,1
R2364,Automotive,This Automotive product is awful.,Negative,False,none,,2
R2372,Toys & Games,Surprisingly fantastic for the price.,Positive,False,none,,5
R0713,Books,"Not only handy design, but also handy build.",Positive,True,not_only_but_also,not only,3
R1358,Automotive,It's not uncommon for it to not connect; still durable.,Positive,True,double_negation,not ... not,4
R1067,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0017,Pet Supplies,Not bad at all—useful performance.,Positive,True,not_bad_at_all,not,4
R2520,Home & Kitchen,I love this Home & Kitchen item—reliable display.,Positive,False,none,,5
R2345,Sports,Terrible experience; would not recommend.,Negative,False,none,,2
R1677,Home & Kitchen,Fails to connect consistently—fragile noise.,Negative,True,fail_to_connect,fail to,1
R1486,Beauty,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R2555,Clothing,The quality is useful.,Positive,False,none,,4
R1006,Automotive,No proper support and blurry error.,Negative,True,no_support,no,1
R1228,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1887,Electronics,Not bad at all—reliable packaging.,Positive,True,not_bad_at_all,not,5
R0043,Electronics,I've never been disappointed—powerful price.,Positive,True,never_disappointed,never,3
R1554,Pet Supplies,It's not terrible at all; actually amazing.,Positive,True,litotes_not_bad,not,5
R0768,Automotive,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R0629,Grocery,Not as reliable as described; overpriced in places.,Negative,True,not_as_advertised,not,1
R2879,Books,Disappointed—flimsy overall.,Negative,False,none,,1
R1237,Beauty,It's not uncomfortable at all; actually fantastic.,Positive,True,litotes_not_bad,not,4
R0447,Books,No proper support and useless heat.,Negative,True,no_support,no,2
R0257,Automotive,No proper support and noisy refund.,Negative,True,no_support,no,2
R1823,Books,It's not uncommon for it to not fail; still amazing.,Positive,True,double_negation,not ... not,5
R1026,Sports,It's not noisy at all; actually clear.,Positive,True,litotes_not_bad,not,5
R1961,Electronics,Really useful features; would buy again.,Positive,False,none,,4
R0495,Home & Kitchen,Design is unobtrusive and setup is effortless—truly excellent.,Positive,True,neg_prefix_positive,un-,4
R2913,Pet Supplies,Really awful return.,Negative,False,none,,2
R1981,Books,Really uncomfortable heat.,Negative,False,none,,1
R2326,Sports,Disappointed—uncomfortable overall.,Negative,False,none,,1
R0900,Automotive,Not as fantastic as described; weak in places.,Negative,True,not_as_advertised,not,3
R1843,Clothing,"Not a performance boost, but a blurry downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R0151,Clothing,Not bad at all—smooth delivery.,Positive,True,not_bad_at_all,not,4
R2959,Books,Really excellent price; would buy again.,Positive,False,none,,4
R1196,Sports,Not bad at all—fast fit.,Positive,True,not_bad_at_all,not,4
R2965,Pet Supplies,The quality is fast.,Positive,False,none,,5
R2551,Beauty,Disappointed—overpriced overall.,Negative,False,none,,1
R2145,Books,I love this Books item—handy sound.,Positive,False,none,,5
R0998,Home & Kitchen,"Not only handy delivery, but also handy build.",Positive,True,not_only_but_also,not only,4
R0835,Automotive,It's not uncommon for it to not connect; still amazing.,Positive,True,double_negation,not ... not,3
R1155,Sports,"Not a premium device, but a comfortable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0069,Electronics,No proper support and uncomfortable error.,Negative,True,no_support,no,2
R1270,Automotive,"Not a performance boost, but a noisy downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R1181,Automotive,Fails to connect consistently—uncomfortable risk.,Negative,True,fail_to_connect,fail to,2
R1865,Home & Kitchen,It's not uncommon for it to not pair; still excellent.,Positive,True,double_negation,not ... not,3
R1286,Automotive,It's not laggy at all; actually fantastic.,Positive,True,litotes_not_bad,not,4
R0301,Automotive,No proper support and slow heat.,Negative,True,no_support,no,2
R0698,Books,It's not bad at all; actually excellent.,Positive,True,litotes_not_bad,not,5
R2909,Books,I love this Books item—useful battery life.,Positive,False,none,,5
R0499,Pet Supplies,No proper support and terrible delay.,Negative,True,no_support,no,3
R2148,Clothing,This Clothing purchase was comfortable.,Positive,False,none,,4
R0736,Pet Supplies,"Not only fantastic packaging, but also fantastic build.",Positive,True,not_only_but_also,not only,5
R0357,Grocery,Not as comfortable as described; laggy in places.,Negative,True,not_as_advertised,not,2
R0690,Clothing,Not as comfortable as described; unreliable in places.,Negative,True,not_as_advertised,not,2
R2153,Clothing,Terrible experience; would not recommend.,Negative,False,none,,3
R2822,Home & Kitchen,Terrible experience; would not recommend.,Negative,False,none,,2
R2820,Grocery,Surprisingly clear for the price.,Positive,False,none,,4
R0148,Sports,No proper support and flimsy error.,Negative,True,no_support,no,1
R2499,Toys & Games,This Toys & Games purchase was clear.,Positive,False,none,,4
R0583,Pet Supplies,"Not only comfortable sound, but also comfortable build.",Positive,True,not_only_but_also,not only,5
R1038,Home & Kitchen,"Not only smooth battery life, but also smooth build.",Positive,True,not_only_but_also,not only,5
R2900,Automotive,Terrible experience; would not recommend.,Negative,False,none,,2
R2407,Pet Supplies,This Pet Supplies purchase was powerful.,Positive,False,none,,4
R1146,Beauty,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,2
R2986,Automotive,Really amazing packaging; would buy again.,Positive,False,none,,4
R2157,Automotive,This Automotive purchase was excellent.,Positive,False,none,,4
